,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2013-01-29,"['AMZN', 'META', 'GOOG']","['INTC', 'MSFT', 'AMGN']","['MSFT', 'AMGN', 'PEP']","['NFLX', 'ASML', 'GILD']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'MU']"
2013-01-30,"['AMZN', 'META', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'PEP', 'AMGN']","['NFLX', 'ASML', 'GILD']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'MU']"
2013-01-31,"['META', 'AMZN', 'FTNT']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN']","['NFLX', 'ASML', 'CPRT']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'CPRT']"
2013-02-01,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'SIRI']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'CPRT']"
2013-02-04,"['GOOG', 'GOOGL', 'META']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'CPRT']"
2013-02-05,"['AMZN', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'EA']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT']","['ASML', 'REGN', 'EBAY']","['NFLX', 'ASML', 'CPRT']"
2013-02-06,"['GOOG', 'GOOGL', 'NFLX']","['MSFT', 'INTC', 'EXC']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'CPRT']"
2013-02-07,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'CPRT']"
2013-02-08,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'AMGN']","['MSFT', 'AMGN', 'QCOM']","['NFLX', 'ASML', 'CPRT']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-11,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'QCOM', 'ADSK']","['NFLX', 'ASML', 'FANG']","['ASML', 'EBAY', 'REGN']","['NFLX', 'ASML', 'EA']"
2013-02-12,"['META', 'GOOG', 'GOOGL']","['MSFT', 'CMCSA', 'INTC']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'ASML', 'NXPI']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-13,"['CMCSA', 'AMZN', 'CSCO']","['CMCSA', 'MSFT', 'INTC']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'ASML', 'NXPI']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'NXPI']"
2013-02-14,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'ASML', 'FANG']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-15,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMAT', 'PEP']","['NFLX', 'ASML', 'FANG']","['ASML', 'EBAY', 'CSGP']","['NFLX', 'ASML', 'ALGN']"
2013-02-19,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'ASML', 'FANG']","['ASML', 'GILD', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-20,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'AMAT', 'MNST']","['NFLX', 'ASML', 'FANG']","['ASML', 'GILD', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-21,"['GOOG', 'GOOGL', 'TSLA']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'AMAT', 'GILD']","['NFLX', 'ASML', 'FANG']","['ASML', 'GILD', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-22,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'CSX', 'AMAT']","['NFLX', 'ASML', 'GILD']","['ASML', 'GILD', 'CSGP']","['NFLX', 'ASML', 'EA']"
2013-02-25,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'CSX', 'AMAT']","['NFLX', 'GILD', 'NXPI']","['ASML', 'GILD', 'NFLX']","['NFLX', 'EA', 'PANW']"
2013-02-26,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'GILD', 'ENPH']","['ASML', 'GILD', 'NFLX']","['NFLX', 'PANW', 'EA']"
2013-02-27,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'EBAY', 'AMAT']","['NFLX', 'GILD', 'WBD']","['ASML', 'GILD', 'NFLX']","['NFLX', 'EA', 'PANW']"
2013-02-28,"['GOOG', 'GOOGL', 'META']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMAT', 'DLTR']","['NFLX', 'FANG', 'GILD']","['ASML', 'GILD', 'NFLX']","['NFLX', 'PANW', 'EA']"
2013-03-01,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'GILD', 'WDAY']","['ASML', 'GILD', 'CSGP']","['NFLX', 'PANW', 'GILD']"
2013-03-04,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'TXN']","['NFLX', 'GILD', 'WDAY']","['ASML', 'GILD', 'CSGP']","['NFLX', 'PANW', 'GILD']"
2013-03-05,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'FANG', 'GILD']","['ASML', 'GILD', 'CSGP']","['NFLX', 'GILD', 'PANW']"
2013-03-06,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'AMAT', 'ROST']","['FANG', 'GILD', 'WDAY']","['ASML', 'GILD', 'CSGP']","['NFLX', 'GILD', 'PANW']"
2013-03-07,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'GILD']","['FANG', 'GILD', 'WDAY']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-08,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'QCOM']","['NFLX', 'FANG', 'GILD']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-11,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'QCOM', 'COST']","['NFLX', 'FANG', 'GILD']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-12,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'QCOM', 'COST']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-13,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'GILD', 'COST']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-14,"['NVDA', 'AMZN', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'COST']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'GILD']"
2013-03-15,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'EBAY']","['MSFT', 'XEL', 'COST']","['GILD', 'MU', 'WBD']","['GILD', 'ASML', 'NFLX']","['NFLX', 'MU', 'PANW']"
2013-03-18,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'EBAY']","['MSFT', 'EA', 'XEL']","['GILD', 'CHTR', 'WBD']","['GILD', 'ASML', 'NFLX']","['NFLX', 'CHTR', 'MU']"
2013-03-19,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'ADBE', 'XEL']","['CHTR', 'GILD', 'MU']","['GILD', 'ASML', 'WBD']","['NFLX', 'CHTR', 'PANW']"
2013-03-20,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'XEL', 'PCAR']","['CHTR', 'MU', 'WBD']","['GILD', 'ASML', 'CHTR']","['NFLX', 'CHTR', 'MU']"
2013-03-21,"['CSCO', 'GOOG', 'GOOGL']","['MSFT', 'EBAY', 'INTC']","['MSFT', 'QCOM', 'PCAR']","['CHTR', 'GILD', 'WBD']","['GILD', 'ASML', 'WBD']","['NFLX', 'CHTR', 'MU']"
2013-03-22,"['MU', 'AMZN', 'GOOG']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'QCOM', 'PCAR']","['NFLX', 'MU', 'CHTR']","['GILD', 'ASML', 'WBD']","['NFLX', 'MU', 'CHTR']"
2013-03-25,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'MU', 'INTC']","['MSFT', 'MU', 'QCOM']","['NFLX', 'MU', 'CHTR']","['GILD', 'ASML', 'WBD']","['NFLX', 'MU', 'CHTR']"
2013-03-26,"['AMZN', 'GOOG', 'GOOGL']","['INTC', 'MU', 'MSFT']","['MU', 'MSFT', 'CMCSA']","['NFLX', 'MU', 'GILD']","['GILD', 'ASML', 'WBD']","['NFLX', 'MU', 'CHTR']"
2013-03-27,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'MU']","['MSFT', 'MU', 'CMCSA']","['NFLX', 'MU', 'GILD']","['GILD', 'ASML', 'CHTR']","['NFLX', 'MU', 'CHTR']"
2013-03-28,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'CMCSA', 'MU']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'CHTR']","['NFLX', 'MU', 'CHTR']"
2013-04-01,"['TSLA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'CMCSA', 'AMGN']","['GILD', 'CHTR', 'MU']","['GILD', 'ASML', 'DXCM']","['NFLX', 'ENPH', 'TSLA']"
2013-04-02,"['TSLA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX']","['CMCSA', 'MSFT', 'AMGN']","['GILD', 'CHTR', 'MU']","['GILD', 'ASML', 'DXCM']","['NFLX', 'ENPH', 'TSLA']"
2013-04-03,"['TSLA', 'NFLX', 'GOOG']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'AMGN', 'FAST']","['GILD', 'CHTR', 'MU']","['GILD', 'ASML', 'CHTR']","['NFLX', 'ENPH', 'CHTR']"
2013-04-04,"['GOOG', 'GOOGL', 'META']","['MSFT', 'MU', 'INTC']","['MSFT', 'AMGN', 'FAST']","['NFLX', 'GILD', 'CHTR']","['GILD', 'ASML', 'CHTR']","['ENPH', 'NFLX', 'CHTR']"
2013-04-05,"['GOOG', 'GOOGL', 'META']","['MSFT', 'MU', 'INTC']","['MSFT', 'FTNT', 'PEP']","['NFLX', 'CHTR', 'GILD']","['GILD', 'ASML', 'CHTR']","['ENPH', 'CHTR', 'NFLX']"
2013-04-08,"['GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'FTNT', 'BIIB']","['NFLX', 'CHTR', 'GILD']","['GILD', 'ASML', 'CHTR']","['CHTR', 'ENPH', 'WBA']"
2013-04-09,"['GOOG', 'GOOGL', 'MSFT']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'GILD', 'TXN']","['NFLX', 'GILD', 'CHTR']","['GILD', 'ASML', 'CHTR']","['ENPH', 'NFLX', 'CHTR']"
2013-04-10,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'AMGN', 'DLTR']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'CHTR']","['ENPH', 'NFLX', 'CHTR']"
2013-04-11,"['NVDA', 'MSFT', 'GOOG']","['MSFT', 'INTC', 'MU']","['MSFT', 'ROST']","['NFLX', 'GILD', 'MU']","['GILD', 'ASML', 'NFLX']","['NFLX', 'ENPH', 'GILD']"
2013-04-12,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'MU']","['MSFT', 'ROST', 'EA']","['NFLX', 'GILD', 'FANG']","['GILD', 'ASML', 'REGN']","['NFLX', 'REGN', 'BIIB']"
2013-04-15,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'MU']","['MSFT', 'EA', 'PAYX']","['NFLX', 'GILD', 'FANG']","['GILD', 'ASML', 'REGN']","['NFLX', 'TSLA', 'GILD']"
2013-04-16,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'EBAY']","['MSFT', 'EA', 'BIIB']","['NFLX', 'GILD', 'FANG']","['GILD', 'REGN', 'CHTR']","['NFLX', 'TSLA', 'REGN']"
2013-04-17,"['NVDA', 'GOOG', 'GOOGL']","['INTC', 'MSFT', 'SBUX']",['MSFT'],"['NFLX', 'GILD', 'FANG']","['GILD', 'ASML', 'REGN']","['TSLA', 'NFLX', 'GILD']"
2013-04-18,"['GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'TXN']","['MSFT', 'TXN', 'GILD']","['NFLX', 'GILD', 'FANG']","['GILD', 'ASML', 'CHTR']","['TSLA', 'GILD', 'REGN']"
2013-04-19,"['GOOG', 'GOOGL', 'MSFT']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'TXN', 'AEP']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'GILD', 'ASML']","['VRTX', 'TSLA', 'GILD']"
2013-04-22,"['MSFT', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'EA', 'BIIB']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'GILD', 'ASML']","['VRTX', 'TSLA', 'NFLX']"
2013-04-23,"['NVDA', 'NFLX', 'GOOG']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'PEP', 'AEP']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'NFLX', 'GILD']","['VRTX', 'NFLX', 'TSLA']"
2013-04-24,"['NVDA', 'MSFT', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'TXN', 'AMAT']","['NFLX', 'VRTX', 'TSLA']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'NFLX', 'TSLA']"
2013-04-25,"['NVDA', 'AMZN', 'MSFT']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMAT', 'TXN']","['NFLX', 'TSLA', 'VRTX']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'NFLX', 'TSLA']"
2013-04-26,"['NVDA', 'AMZN', 'INTC']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AMAT', 'COST']","['NFLX', 'TSLA', 'VRTX']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'NFLX', 'TSLA']"
2013-04-29,"['NVDA', 'INTC', 'GOOG']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'AMAT', 'COST']","['NFLX', 'TSLA', 'VRTX']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'TSLA', 'NFLX']"
2013-04-30,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'EXC']","['MSFT', 'ADBE', 'COST']","['NFLX', 'TSLA', 'VRTX']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'TSLA', 'NFLX']"
2013-05-01,"['NVDA', 'AMD', 'META']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'ADBE', 'VRTX']","['NFLX', 'TSLA', 'VRTX']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'NFLX', 'REGN']"
2013-05-02,"['NVDA', 'META', 'GOOG']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'AMGN', 'ADBE']","['NFLX', 'TSLA', 'REGN']","['NFLX', 'VRTX', 'GILD']","['VRTX', 'ENPH', 'NFLX']"
2013-05-03,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'ADBE', 'VRTX']","['NFLX', 'REGN', 'TSLA']","['NFLX', 'GILD', 'VRTX']","['ENPH', 'VRTX', 'REGN']"
2013-05-06,"['NVDA', 'GOOG', 'GOOGL']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'VRTX']","['NFLX', 'TSLA', 'REGN']","['NFLX', 'GILD', 'VRTX']","['VRTX', 'TSLA', 'REGN']"
2013-05-07,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'CTSH', 'PEP']","['NFLX', 'REGN', 'TSLA']","['NFLX', 'GILD', 'REGN']","['REGN', 'VRTX', 'AMD']"
2013-05-08,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'AMGN', 'VRTX']","['NFLX', 'REGN', 'TSLA']","['NFLX', 'GILD', 'REGN']","['ENPH', 'REGN', 'NFLX']"
2013-05-09,"['NVDA', 'TSLA', 'GOOG']","['MU', 'MSFT', 'INTC']","['MSFT', 'AMGN', 'VRTX']","['NFLX', 'TSLA', 'REGN']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'VRTX']"
2013-05-10,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'COST']","['TSLA', 'NFLX', 'REGN']","['NFLX', 'TSLA', 'REGN']","['TSLA', 'ENPH', 'VRTX']"
2013-05-13,"['TSLA', 'NVDA', 'GOOG']","['MSFT', 'INTC', 'EA']","['MSFT', 'AMGN', 'COST']","['TSLA', 'NFLX', 'REGN']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'AMD']"
2013-05-14,"['TSLA', 'NVDA', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'ROST']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'REGN']","['TSLA', 'ENPH', 'AMD']"
2013-05-15,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'CTSH']","['MSFT', 'MNST', 'ROST']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'AMD']"
2013-05-16,"['TSLA', 'NVDA', 'CSCO']","['MSFT', 'INTC', 'GILD']","['MSFT', 'MNST', 'EA']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'NFLX']"
2013-05-17,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'GILD']","['MSFT', 'MNST', 'ROST']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'AMD']"
2013-05-20,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'PEP', 'AMGN']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'ENPH', 'NFLX']"
2013-05-21,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'AMGN', 'ROST']","['TSLA', 'NFLX', 'ENPH']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'NFLX']"
2013-05-22,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'AMGN', 'DLTR']","['TSLA', 'NFLX', 'REGN']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'AMD']"
2013-05-23,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'XEL', 'AMGN']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'GILD']","['TSLA', 'ENPH', 'AMD']"
2013-05-24,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'QCOM']","['MSFT', 'ROST', 'AMGN']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'AMD', 'ENPH']"
2013-05-28,"['TSLA', 'NVDA', 'GOOG']","['MSFT', 'INTC', 'SBUX']","['MSFT', 'AMGN', 'COST']","['TSLA', 'MU', 'EA']","['TSLA', 'NFLX', 'ASML']","['TSLA', 'AMD', 'ENPH']"
2013-05-29,"['TSLA', 'NVDA', 'GOOG']","['MSFT', 'INTC', 'MU']","['MSFT', 'MU', 'AMGN']","['TSLA', 'MU', 'NFLX']","['TSLA', 'NFLX', 'ASML']","['TSLA', 'AMD', 'ENPH']"
2013-05-30,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'MU']","['MSFT', 'MU', 'COST']","['TSLA', 'NFLX', 'MU']","['TSLA', 'NFLX', 'ASML']","['TSLA', 'AMD', 'MU']"
2013-05-31,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'CMCSA', 'ROST']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'AMD', 'NFLX']"
2013-06-03,"['NVDA', 'TSLA', 'GOOG']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AEP', 'ROST']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'NFLX', 'MU']"
2013-06-04,"['NVDA', 'TSLA', 'GOOG']","['INTC', 'MSFT', 'SBUX']","['MSFT', 'AEP', 'ROST']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'NFLX', 'MU']"
2013-06-05,"['NVDA', 'TSLA', 'GOOG']","['INTC', 'MSFT', 'MU']","['MSFT', 'MNST', 'AEP']","['TSLA', 'NFLX', 'MU']","['NFLX', 'TSLA', 'ASML']","['TSLA', 'MU', 'NFLX']"
2013-06-06,"['NVDA', 'TSLA', 'GOOG']","['INTC', 'MSFT', 'CMCSA']","['MSFT', 'AEP', 'BIIB']","['TSLA', 'NFLX', 'MU']","['TSLA', 'NFLX', 'MU']","['TSLA', 'MU', 'NFLX']"
2013-06-07,"['NVDA', 'TSLA', 'GOOG']","['MSFT', 'INTC', 'CMCSA']","['MSFT', 'AEP', 'BIIB']","['TSLA', 'NFLX', 'MU']","['TSLA', 'NFLX', 'MU']","['TSLA', 'MU', 'NFLX']"
