,gtaa_buy_signal,sentiment_buy,risk_buy,dm_buy_signal,paa_buy_signal,daa_buy_signal
2013-01-18,"['GOOG', 'GOOGL', 'AMZN', 'TSLA', 'META']","['INTC', 'MSFT', 'EXC', 'AMGN', 'SBUX']","['MSFT', 'EXC', 'ROST']","['ASML', 'PANW', 'SIRI', 'GILD', 'META']","['REGN', 'ASML', 'EBAY', 'GILD', 'CMCSA']","['ASML', 'MU', 'NXPI', 'PANW', 'META']"
2013-01-22,"['GOOG', 'GOOGL', 'META', 'AMZN', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'QCOM']","['MSFT', 'QCOM', 'EXC', 'PEP']","['ASML', 'AMD', 'WDAY', 'SIRI', 'GILD']","['REGN', 'ASML', 'EBAY', 'GILD', 'CMCSA']","['ASML', 'MU', 'NXPI', 'PANW', 'META']"
2013-01-23,"['GOOG', 'GOOGL', 'NFLX', 'CSX', 'AMZN']","['MSFT', 'INTC', 'EXC', 'SBUX', 'QCOM']","['MSFT', 'EXC', 'QCOM', 'PEP']","['ASML', 'SIRI', 'META', 'WBD', 'GILD']","['REGN', 'ASML', 'EBAY', 'GILD', 'CMCSA']","['ASML', 'MU', 'NFLX', 'NXPI', 'PANW']"
2013-01-24,"['GOOG', 'GOOGL', 'NFLX', 'AMZN', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'AMGN', 'PEP']","['NFLX', 'ASML', 'META', 'GILD', 'WDAY']","['REGN', 'ASML', 'EBAY', 'GILD', 'NFLX']","['NFLX', 'ASML', 'MU', 'NXPI', 'PANW']"
2013-01-25,"['NFLX', 'AMZN', 'GOOG', 'GOOGL', 'LRCX']","['INTC', 'MSFT', 'SBUX', 'TXN', 'AMGN']","['MSFT', 'AMGN', 'PEP']","['NFLX', 'ASML', 'WDAY', 'GILD', 'SIRI']","['ASML', 'REGN', 'NFLX', 'EBAY', 'GILD']","['NFLX', 'ASML', 'MU', 'NXPI', 'PANW']"
2013-01-28,"['NFLX', 'AMZN', 'GOOG', 'GOOGL', 'META']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'AMGN']","['MSFT', 'AMGN', 'PEP']","['NFLX', 'ASML', 'SIRI', 'GILD', 'META']","['ASML', 'REGN', 'EBAY', 'GILD', 'CSGP']","['NFLX', 'ASML', 'MU', 'NXPI', 'TSLA']"
2013-01-29,"['AMZN', 'META', 'GOOG', 'GOOGL', 'NFLX']","['INTC', 'MSFT', 'AMGN', 'SBUX', 'AEP']","['MSFT', 'AMGN', 'PEP']","['NFLX', 'ASML', 'GILD', 'SIRI', 'CPRT']","['ASML', 'REGN', 'EBAY', 'GILD', 'WBD']","['NFLX', 'ASML', 'MU', 'CPRT', 'TSLA']"
2013-01-30,"['AMZN', 'META', 'GOOG', 'GOOGL', 'NFLX']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'PEP', 'AMGN']","['NFLX', 'ASML', 'GILD', 'SIRI', 'META']","['ASML', 'REGN', 'EBAY', 'GILD', 'WBD']","['NFLX', 'ASML', 'MU', 'NXPI', 'CPRT']"
2013-01-31,"['META', 'AMZN', 'FTNT', 'AVGO', 'GOOG']","['MSFT', 'INTC', 'SBUX', 'PEP', 'ROST']","['MSFT', 'AMGN']","['NFLX', 'ASML', 'CPRT', 'WDAY', 'SIRI']","['ASML', 'REGN', 'EBAY', 'CSGP', 'WBD']","['NFLX', 'ASML', 'CPRT', 'MU', 'PANW']"
2013-02-01,"['GOOG', 'GOOGL', 'AMZN', 'META', 'NFLX']","['MSFT', 'INTC', 'SBUX', 'PEP', 'ROST']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'SIRI', 'GILD', 'CPRT']","['ASML', 'REGN', 'EBAY', 'CSGP', 'GILD']","['NFLX', 'ASML', 'CPRT', 'MU', 'TSLA']"
2013-02-04,"['GOOG', 'GOOGL', 'META', 'AMZN', 'NFLX']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'AEP']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT', 'AMD', 'GILD']","['ASML', 'REGN', 'EBAY', 'CSGP', 'WBD']","['NFLX', 'ASML', 'CPRT', 'PANW', 'TSLA']"
2013-02-05,"['AMZN', 'GOOG', 'GOOGL', 'NFLX', 'META']","['MSFT', 'INTC', 'EA', 'SBUX', 'PEP']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT', 'GILD', 'ENPH']","['ASML', 'REGN', 'EBAY', 'CSGP', 'WBD']","['NFLX', 'ASML', 'CPRT', 'PANW', 'EA']"
2013-02-06,"['GOOG', 'GOOGL', 'NFLX', 'AMZN', 'MU']","['MSFT', 'INTC', 'EXC', 'SBUX', 'AMGN']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT', 'ENPH', 'GILD']","['ASML', 'EBAY', 'CSGP', 'REGN', 'WBD']","['NFLX', 'ASML', 'CPRT', 'PANW', 'TSLA']"
2013-02-07,"['GOOG', 'GOOGL', 'AMZN', 'MU', 'NFLX']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'AMGN', 'ADSK']","['NFLX', 'ASML', 'CPRT', 'ENPH', 'GILD']","['ASML', 'EBAY', 'CSGP', 'REGN', 'WBD']","['NFLX', 'ASML', 'CPRT', 'PANW', 'TSLA']"
2013-02-08,"['GOOG', 'GOOGL', 'AMZN', 'META', 'AVGO']","['MSFT', 'INTC', 'AMGN', 'QCOM', 'SBUX']","['MSFT', 'AMGN', 'QCOM', 'ADSK']","['NFLX', 'ASML', 'CPRT', 'GILD', 'ENPH']","['ASML', 'EBAY', 'CSGP', 'REGN', 'WBD']","['NFLX', 'ASML', 'EA', 'CPRT', 'NXPI']"
2013-02-11,"['GOOG', 'GOOGL', 'AMZN', 'TSLA', 'CSX']","['MSFT', 'INTC', 'CMCSA', 'EBAY', 'AMGN']","['MSFT', 'QCOM', 'ADSK']","['NFLX', 'ASML', 'FANG', 'ENPH', 'NXPI']","['ASML', 'EBAY', 'REGN', 'CSGP', 'WBD']","['NFLX', 'ASML', 'EA', 'ALGN', 'NXPI']"
2013-02-12,"['META', 'GOOG', 'GOOGL', 'AMZN', 'CSCO']","['MSFT', 'CMCSA', 'INTC', 'SBUX', 'TXN']","['MSFT', 'AMAT', 'ROST', 'ADSK']","['NFLX', 'ASML', 'NXPI', 'ENPH', 'CPRT']","['ASML', 'EBAY', 'CSGP', 'REGN', 'WBD']","['NFLX', 'ASML', 'EA', 'ALGN', 'NXPI']"
2013-02-13,"['CMCSA', 'AMZN', 'CSCO', 'META', 'GOOG']","['CMCSA', 'MSFT', 'INTC', 'AMGN', 'SBUX']","['MSFT', 'AMAT', 'ROST', 'ADSK']","['NFLX', 'ASML', 'NXPI', 'ENPH', 'GILD']","['ASML', 'EBAY', 'CSGP', 'WBD', 'NFLX']","['NFLX', 'ASML', 'NXPI', 'EA', 'ALGN']"
2013-02-14,"['GOOG', 'GOOGL', 'AMZN', 'CSCO', 'CMCSA']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'AEP']","['MSFT', 'AMAT', 'ROST', 'ADSK']","['NFLX', 'ASML', 'FANG', 'GILD', 'NXPI']","['ASML', 'EBAY', 'CSGP', 'WBD', 'CPRT']","['NFLX', 'ASML', 'EA', 'NXPI', 'AMAT']"
2013-02-15,"['GOOG', 'GOOGL', 'AMZN', 'CSCO', 'MU']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'AMAT', 'PEP', 'ROST']","['NFLX', 'ASML', 'FANG', 'GILD', 'CPRT']","['ASML', 'EBAY', 'CSGP', 'CPRT', 'NFLX']","['NFLX', 'ASML', 'ALGN', 'NXPI', 'CPRT']"
2013-02-19,"['GOOG', 'GOOGL', 'AMZN', 'META', 'CSCO']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'AMAT', 'ROST']","['NFLX', 'ASML', 'FANG', 'AMD', 'GILD']","['ASML', 'GILD', 'CSGP', 'EBAY', 'NFLX']","['NFLX', 'ASML', 'EA', 'PANW', 'CPRT']"
2013-02-20,"['GOOG', 'GOOGL', 'AMZN', 'CSCO', 'TSLA']","['INTC', 'MSFT', 'CMCSA', 'MNST', 'SBUX']","['MSFT', 'AMAT', 'MNST', 'GILD', 'ROST']","['NFLX', 'ASML', 'FANG', 'AMD', 'GILD']","['ASML', 'GILD', 'CSGP', 'EBAY', 'WBD']","['NFLX', 'ASML', 'EA', 'PANW', 'FTNT']"
2013-02-21,"['GOOG', 'GOOGL', 'TSLA', 'AMZN', 'META']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'GILD']","['MSFT', 'AMAT', 'GILD', 'PEP', 'DLTR']","['NFLX', 'ASML', 'FANG', 'GILD', 'NXPI']","['ASML', 'GILD', 'CSGP', 'REGN', 'NFLX']","['NFLX', 'ASML', 'EA', 'PANW', 'META']"
2013-02-22,"['GOOG', 'GOOGL', 'AMZN', 'NFLX', 'TSLA']","['INTC', 'MSFT', 'SBUX', 'GILD', 'AMGN']","['MSFT', 'CSX', 'AMAT', 'GILD', 'PEP']","['NFLX', 'ASML', 'GILD', 'NXPI', 'ENPH']","['ASML', 'GILD', 'CSGP', 'REGN', 'NFLX']","['NFLX', 'ASML', 'EA', 'PANW', 'FTNT']"
2013-02-25,"['GOOG', 'GOOGL', 'AMZN', 'NFLX', 'TSLA']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'CSX', 'AMAT', 'ROST', 'DLTR']","['NFLX', 'GILD', 'NXPI', 'CPRT', 'EA']","['ASML', 'GILD', 'NFLX', 'CSGP', 'WBD']","['NFLX', 'EA', 'PANW', 'ASML', 'META']"
2013-02-26,"['GOOG', 'GOOGL', 'AMZN', 'TSLA', 'CSCO']","['INTC', 'MSFT', 'SBUX', 'ROST', 'AMGN']","['MSFT', 'AMAT', 'ROST', 'DLTR', 'AEP']","['NFLX', 'GILD', 'ENPH', 'NXPI', 'CPRT']","['ASML', 'GILD', 'NFLX', 'WBD', 'CSGP']","['NFLX', 'PANW', 'EA', 'ASML', 'META']"
2013-02-27,"['GOOG', 'GOOGL', 'AMZN', 'META', 'TSLA']","['INTC', 'MSFT', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'EBAY', 'AMAT', 'DLTR', 'GILD']","['NFLX', 'GILD', 'WBD', 'CPRT', 'NXPI']","['ASML', 'GILD', 'NFLX', 'WBD', 'CSGP']","['NFLX', 'EA', 'PANW', 'ASML', 'GILD']"
2013-02-28,"['GOOG', 'GOOGL', 'META', 'AMZN', 'MU']","['MSFT', 'INTC', 'SBUX', 'AMGN', 'ROST']","['MSFT', 'AMAT', 'DLTR', 'ROST', 'AEP']","['NFLX', 'FANG', 'GILD', 'WBD', 'NXPI']","['ASML', 'GILD', 'NFLX', 'CSGP', 'WBD']","['NFLX', 'PANW', 'EA', 'GILD', 'MU']"
2013-03-01,"['NVDA', 'GOOG', 'GOOGL', 'AMZN', 'META']","['INTC', 'MSFT', 'SBUX', 'ROST', 'AMGN']","['MSFT', 'AMAT', 'ROST', 'DLTR', 'AEP']","['NFLX', 'GILD', 'WDAY', 'WBD', 'CSGP']","['ASML', 'GILD', 'CSGP', 'NFLX', 'WBD']","['NFLX', 'PANW', 'GILD', 'META', 'WBD']"
2013-03-04,"['GOOG', 'GOOGL', 'AMZN', 'NFLX', 'MU']","['INTC', 'MSFT', 'SBUX', 'TXN', 'PEP']","['MSFT', 'AMAT', 'TXN', 'ROST', 'AEP']","['NFLX', 'GILD', 'WDAY', 'WBD', 'NXPI']","['ASML', 'GILD', 'CSGP', 'WBD', 'REGN']","['NFLX', 'PANW', 'GILD', 'EA', 'WBD']"
2013-03-05,"['NVDA', 'GOOG', 'GOOGL', 'AMZN', 'META']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'ROST']","['MSFT', 'AMAT', 'ROST', 'AEP', 'ADP']","['NFLX', 'FANG', 'GILD', 'WDAY', 'WBD']","['ASML', 'GILD', 'CSGP', 'NFLX', 'WBD']","['NFLX', 'GILD', 'PANW', 'MU', 'NXPI']"
2013-03-06,"['NVDA', 'GOOG', 'GOOGL', 'CSCO', 'AMZN']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'ROST']","['MSFT', 'AMAT', 'ROST', 'AEP']","['FANG', 'GILD', 'WDAY', 'WBD', 'NXPI']","['ASML', 'GILD', 'CSGP', 'NFLX', 'REGN']","['NFLX', 'GILD', 'PANW', 'META', 'CHTR']"
2013-03-07,"['NVDA', 'GOOG', 'GOOGL', 'META', 'CSX']","['INTC', 'MSFT', 'SBUX', 'GILD', 'PEP']","['MSFT', 'AMAT', 'GILD', 'COST', 'AEP']","['FANG', 'GILD', 'WDAY', 'WBD', 'MU']","['GILD', 'ASML', 'NFLX', 'CSGP', 'WBD']","['NFLX', 'MU', 'GILD', 'PANW', 'WBD']"
2013-03-08,"['NVDA', 'GOOG', 'GOOGL', 'META', 'AMZN']","['INTC', 'MSFT', 'SBUX', 'QCOM', 'PEP']","['MSFT', 'AMAT', 'QCOM']","['NFLX', 'FANG', 'GILD', 'WDAY', 'WBD']","['GILD', 'ASML', 'NFLX', 'CSGP', 'WBD']","['NFLX', 'MU', 'GILD', 'PANW', 'WBD']"
2013-03-11,"['NVDA', 'GOOG', 'GOOGL', 'MU', 'AMZN']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'AMGN']","['MSFT', 'QCOM', 'COST']","['NFLX', 'FANG', 'GILD', 'WDAY', 'MU']","['GILD', 'ASML', 'NFLX', 'WBD', 'CSGP']","['NFLX', 'MU', 'GILD', 'PANW', 'WBD']"
2013-03-12,"['NVDA', 'GOOG', 'GOOGL', 'AMZN', 'EBAY']","['MSFT', 'INTC', 'SBUX', 'QCOM', 'AMGN']","['MSFT', 'QCOM', 'COST']","['NFLX', 'GILD', 'MU', 'WBD', 'DXCM']","['GILD', 'ASML', 'NFLX', 'DXCM', 'WBD']","['NFLX', 'MU', 'GILD', 'DXCM', 'PANW']"
2013-03-13,"['NVDA', 'GOOG', 'GOOGL', 'NFLX', 'EBAY']","['MSFT', 'INTC', 'SBUX', 'GILD', 'AMGN']","['MSFT', 'GILD', 'COST']","['NFLX', 'GILD', 'MU', 'WBD', 'DXCM']","['GILD', 'ASML', 'NFLX', 'DXCM', 'WBD']","['NFLX', 'MU', 'GILD', 'PANW', 'DXCM']"
2013-03-14,"['NVDA', 'AMZN', 'GOOG', 'GOOGL', 'AVGO']","['MSFT', 'INTC', 'SBUX', 'EXC', 'AMGN']","['MSFT', 'COST']","['NFLX', 'GILD', 'MU', 'WBD', 'EA']","['GILD', 'ASML', 'NFLX', 'WBD', 'DXCM']","['NFLX', 'MU', 'GILD', 'PANW', 'DXCM']"
2013-03-15,"['GOOG', 'GOOGL', 'AMZN', 'CSCO', 'EBAY']","['MSFT', 'INTC', 'EBAY', 'CMCSA', 'SBUX']","['MSFT', 'XEL', 'COST', 'PCAR']","['GILD', 'MU', 'WBD', 'EA', 'DXCM']","['GILD', 'ASML', 'NFLX', 'WBD', 'CSGP']","['NFLX', 'MU', 'PANW', 'GILD', 'WBD']"
2013-03-18,"['GOOG', 'GOOGL', 'AMZN', 'EBAY', 'CSCO']","['MSFT', 'INTC', 'EBAY', 'SBUX', 'EXC']","['MSFT', 'EA', 'XEL', 'PCAR']","['GILD', 'CHTR', 'WBD', 'MU', 'EA']","['GILD', 'ASML', 'NFLX', 'WBD', 'CHTR']","['NFLX', 'CHTR', 'MU', 'PANW', 'WBD']"
2013-03-19,"['GOOG', 'GOOGL', 'AMZN', 'EBAY', 'AVGO']","['MSFT', 'INTC', 'SBUX', 'TXN', 'EXC']","['MSFT', 'ADBE', 'XEL', 'PCAR']","['CHTR', 'GILD', 'MU', 'WBD', 'AMD']","['GILD', 'ASML', 'WBD', 'NFLX', 'CHTR']","['NFLX', 'CHTR', 'PANW', 'MU', 'WBD']"
2013-03-20,"['GOOG', 'GOOGL', 'AMZN', 'META', 'EBAY']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'TXN']","['MSFT', 'XEL', 'PCAR', 'FAST']","['CHTR', 'MU', 'WBD', 'GILD', 'WBA']","['GILD', 'ASML', 'CHTR', 'WBD', 'NFLX']","['NFLX', 'CHTR', 'MU', 'PANW', 'WBD']"
2013-03-21,"['CSCO', 'GOOG', 'GOOGL', 'AMZN', 'MU']","['MSFT', 'EBAY', 'INTC', 'QCOM', 'ROST']","['MSFT', 'QCOM', 'PCAR', 'XEL', 'FAST']","['CHTR', 'GILD', 'WBD', 'MU', 'WBA']","['GILD', 'ASML', 'WBD', 'CHTR', 'CSGP']","['NFLX', 'CHTR', 'MU', 'PANW', 'WBD']"
2013-03-22,"['MU', 'AMZN', 'GOOG', 'GOOGL', 'CSCO']","['INTC', 'MSFT', 'SBUX', 'QCOM', 'EXC']","['MSFT', 'QCOM', 'PCAR', 'XEL', 'FAST']","['NFLX', 'MU', 'CHTR', 'GILD', 'WBD']","['GILD', 'ASML', 'WBD', 'DXCM', 'CHTR']","['NFLX', 'MU', 'CHTR', 'PANW', 'WBD']"
2013-03-25,"['GOOG', 'GOOGL', 'AMZN', 'CMCSA', 'EBAY']","['MSFT', 'MU', 'INTC', 'SBUX', 'AMGN']","['MSFT', 'MU', 'QCOM', 'FAST']","['NFLX', 'MU', 'CHTR', 'GILD', 'WBD']","['GILD', 'ASML', 'WBD', 'DXCM', 'CHTR']","['NFLX', 'MU', 'CHTR', 'PANW', 'WBD']"
2013-03-26,"['AMZN', 'GOOG', 'GOOGL', 'NFLX', 'MU']","['INTC', 'MU', 'MSFT', 'CMCSA', 'QCOM']","['MU', 'MSFT', 'CMCSA', 'QCOM', 'GILD']","['NFLX', 'MU', 'GILD', 'CHTR', 'WBD']","['GILD', 'ASML', 'WBD', 'CHTR', 'CSGP']","['NFLX', 'MU', 'CHTR', 'WBA', 'VRTX']"
2013-03-27,"['GOOG', 'GOOGL', 'AMZN', 'META', 'NFLX']","['INTC', 'MSFT', 'MU', 'SBUX', 'QCOM']","['MSFT', 'MU', 'CMCSA', 'QCOM', 'FAST']","['NFLX', 'MU', 'GILD', 'CHTR', 'WBA']","['GILD', 'ASML', 'CHTR', 'DXCM', 'WBD']","['NFLX', 'MU', 'CHTR', 'GILD', 'WBA']"
2013-03-28,"['NVDA', 'GOOG', 'GOOGL', 'EBAY', 'MSFT']","['MSFT', 'INTC', 'CMCSA', 'MU', 'EXC']","['MSFT', 'CMCSA', 'MU', 'AMGN', 'FAST']","['NFLX', 'GILD', 'MU', 'CHTR', 'WBA']","['GILD', 'ASML', 'CHTR', 'WBD', 'NFLX']","['NFLX', 'MU', 'CHTR', 'GILD', 'WBA']"
2013-04-01,"['TSLA', 'GOOG', 'GOOGL', 'AMZN', 'EBAY']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'EXC']","['MSFT', 'CMCSA', 'AMGN', 'FAST']","['GILD', 'CHTR', 'MU', 'TSLA', 'WBA']","['GILD', 'ASML', 'DXCM', 'CHTR', 'NFLX']","['NFLX', 'ENPH', 'TSLA', 'CHTR', 'MU']"
2013-04-02,"['TSLA', 'GOOG', 'GOOGL', 'AMZN', 'EBAY']","['MSFT', 'INTC', 'SBUX', 'PCAR', 'EXC']","['CMCSA', 'MSFT', 'AMGN', 'FAST']","['GILD', 'CHTR', 'MU', 'TSLA', 'BIIB']","['GILD', 'ASML', 'DXCM', 'CHTR', 'AMGN']","['NFLX', 'ENPH', 'TSLA', 'CHTR', 'BIIB']"
2013-04-03,"['TSLA', 'NFLX', 'GOOG', 'GOOGL', 'AMZN']","['INTC', 'MSFT', 'CMCSA', 'SBUX', 'EXC']","['MSFT', 'AMGN', 'FAST', 'PAYX']","['GILD', 'CHTR', 'MU', 'BIIB', 'WBA']","['GILD', 'ASML', 'CHTR', 'AMGN', 'DXCM']","['NFLX', 'ENPH', 'CHTR', 'BIIB', 'PANW']"
2013-04-04,"['GOOG', 'GOOGL', 'META', 'MSFT', 'AMZN']","['MSFT', 'MU', 'INTC', 'MNST', 'CMCSA']","['MSFT', 'AMGN', 'FAST', 'PAYX']","['NFLX', 'GILD', 'CHTR', 'MU', 'BIIB']","['GILD', 'ASML', 'CHTR', 'AMGN', 'DXCM']","['ENPH', 'NFLX', 'CHTR', 'BIIB', 'TSLA']"
2013-04-05,"['GOOG', 'GOOGL', 'META', 'CSCO', 'AMZN']","['MSFT', 'MU', 'INTC', 'EXC', 'SBUX']","['MSFT', 'FTNT', 'PEP', 'EA', 'FAST']","['NFLX', 'CHTR', 'GILD', 'MU', 'WBA']","['GILD', 'ASML', 'CHTR', 'DXCM', 'CSGP']","['ENPH', 'CHTR', 'NFLX', 'WBA', 'PANW']"
2013-04-08,"['GOOG', 'GOOGL', 'AMZN', 'MSFT', 'NFLX']","['MSFT', 'INTC', 'SBUX', 'EXC', 'PCAR']","['MSFT', 'FTNT', 'BIIB', 'ORLY']","['NFLX', 'CHTR', 'GILD', 'WBA', 'MU']","['GILD', 'ASML', 'CHTR', 'CSGP', 'DXCM']","['CHTR', 'ENPH', 'WBA', 'NFLX', 'BIIB']"
2013-04-09,"['GOOG', 'GOOGL', 'MSFT', 'AMZN', 'NFLX']","['MSFT', 'INTC', 'SBUX', 'TXN', 'AMGN']","['MSFT', 'GILD', 'TXN', 'FTNT']","['NFLX', 'GILD', 'CHTR', 'WBA', 'MU']","['GILD', 'ASML', 'CHTR', 'DXCM', 'NFLX']","['ENPH', 'NFLX', 'CHTR', 'WBA', 'PANW']"
2013-04-10,"['NVDA', 'GOOG', 'GOOGL', 'MSFT', 'MU']","['MSFT', 'INTC', 'CMCSA', 'SBUX', 'AMGN']","['MSFT', 'AMGN', 'DLTR']","['NFLX', 'GILD', 'MU', 'CHTR', 'WBA']","['GILD', 'ASML', 'CHTR', 'REGN', 'DXCM']","['ENPH', 'NFLX', 'CHTR', 'BIIB', 'MU']"
2013-04-11,"['NVDA', 'MSFT', 'GOOG', 'GOOGL', 'AMZN']","['MSFT', 'INTC', 'MU', 'CMCSA', 'ROST']","['MSFT', 'ROST']","['NFLX', 'GILD', 'MU', 'CHTR', 'WBA']","['GILD', 'ASML', 'NFLX', 'CHTR', 'REGN']","['NFLX', 'ENPH', 'GILD', 'CHTR', 'BIIB']"
2013-04-12,"['NVDA', 'GOOG', 'GOOGL', 'MSFT', 'AMZN']","['MSFT', 'INTC', 'MU', 'SBUX', 'AMGN']","['MSFT', 'ROST', 'EA']","['NFLX', 'GILD', 'FANG', 'MU', 'REGN']","['GILD', 'ASML', 'REGN', 'CHTR', 'AMGN']","['NFLX', 'REGN', 'BIIB', 'GILD', 'AMGN']"
2013-04-15,"['NVDA', 'GOOG', 'GOOGL', 'AMZN', 'MSFT']","['MSFT', 'INTC', 'MU', 'SBUX', 'AMGN']","['MSFT', 'EA', 'PAYX', 'WDAY']","['NFLX', 'GILD', 'FANG', 'REGN', 'CHTR']","['GILD', 'ASML', 'REGN', 'NFLX', 'CHTR']","['NFLX', 'TSLA', 'GILD', 'REGN', 'AMGN']"
